owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
662,'2021-08-01 07:46:14,전자렌지,음식데우기,간편식 준비하기,HM,,상근님의 친구 순이예요. 전자레인지에 음식을 데우고나면 수증기가 확! 생겨요. 그러니 전자레인지에서 얼굴을 멀리하셔요!,,,,,
662,'2021-08-01 07:56:14,식사 판단,간식,간식 먹기,CM,,"순이가 제일 아끼는 우리 상근님, 미지근한 물을 자주 마시는 습관은 우리 몸 속의 나쁜 노폐물을 없애주는 데에 도움이 된다고해요.",,,,,
662,'2021-08-01 08:32:53,전자렌지,음식데우기,간편식 준비하기,M,,전자렌지에서 그릇 꺼낼때 뜨거우니 조심하세요.,,,,,
662,'2021-08-01 08:42:53,식사 판단,간식,간식 먹기,M,,야채 위주로 식단을 짜셨다면 슬라이스 치즈나 아몬드와 같이 지방이 풍부한 간식을 챙겨드시는 것이 좋다고 해요.,,,,,
662,'2021-08-01 09:50:09,프로그램,프로그램 참여,요가명상,,,프로그램 메시지,,,,,
662,'2021-08-01 10:40:05,전자렌지,음식데우기,간편식 준비하기,CM,,"세상에서 하나뿐인 울 상근님, 전자레인지로 떡볶이를 만드는 방법을 알려드릴게요. 작은 볼에 고춧가루 한숟갈, 간장 두숟갈, 설탕 두숟갈, 후추 조금, 고추장 세숟갈, 다진마늘 한숟갈을 넣고 섞어주세요. 떡, 양파, 파, 양념장을 서로 잘 섞어주세요. 물 400미리에 어묵을 넣고 전자레인지로 5분 돌려주세요. 준비한거 다 섞고 랩을 씌운뒤 전자레인지 8분 돌려주시면 떡볶이 완성이에요.",,,,,
662,'2021-08-01 10:50:05,식사 판단,간식,간식 먹기,M,,베지밀 좋아하시나요?,,,,,
662,'2021-08-01 11:18:21,전자렌지,음식데우기,간편식 준비하기,HM,,지금은 오전 11시 18분 입니다. 음식을 촉촉하게 데우고 싶으실때는 전자레인지용 뚜껑을 씌우면 된답니다!,,,,,
662,'2021-08-01 11:28:21,식사 판단,간식,간식 먹기,M,,오늘같이 더운 날은 시원한 매실 한잔이 딱이지 않나요?,,,,,
662,'2021-08-01 12:20:35,전자렌지,음식데우기,간편식 준비하기,CM,,"순이의 둘도 없는 짝궁 울 상근님, 햇볕을 쬔 표고버섯은 비타민 디가 풍부하다고 해요. 우리 몸에 가장 부족한 것이 비타민 디라고 하니, 표고버섯 추천드려요!",,,,,
662,'2021-08-01 12:30:35,식사 판단,간식,간식 먹기,M,,"채소로 이루어진 식단과 더불어 해독주스를 마신다면, 부족한 섬유소와 영양소를 채울 수 있어요!",,,,,
662,'2021-08-01 17:54:50,전자렌지,음식데우기,간편식 준비하기,CHM,,"순이에게 너무 소중한 상근님, 흐으음, 비가 오고 있군요. 전자레인지 돌아가는 동안에는 멀리 떨어져서 전자파를 피하셔요!",,,,,
