owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
534,'2021-08-01 00:04:03,부동,취침,수면,,,,,,,,
534,'2021-08-01 04:04:42,변기,"기상, 용변",기상하기,,,,,,,,
534,'2021-08-01 04:04:42,변기,"기상, 용변",화장실 이용,CM,,"순이의 영원한 동반자 울 순분님, 내일이 병원검진날인지 꼭 확인해주세요.",,,,,
534,'2021-08-01 04:07:42,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 04:34:07,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-01 04:34:13,외출,외출,외출하기,,,,,,,,
534,'2021-08-01 05:04:54,매우 활동,실외운동,실외운동하기,,,,,,,,
534,'2021-08-01 05:34:29,부동,외출,외출하기,,,,,,,,
534,'2021-08-01 06:14:02,매우 활동,실외운동,실외운동하기,,,,,,,,
534,'2021-08-01 06:24:02,매우 활동,"귀가, 실내운동",운동 후 귀가,,,,,,,,
534,'2021-08-01 06:24:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
534,'2021-08-01 06:25:27,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 06:29:12,약,복약,일반 약 복용,CHM,,"순이를 사랑해주시는 순분님, 콧노래가 흥얼흥얼 나오는 날이에요. 올바른 약 복용법은 물과 함께 약섭취를 하는 거랍니다.",,,,,
534,'2021-08-01 06:36:03,냉장고,음식출납,음식 꺼내기,PM,,"물을 매일 꾸준히 마시는게 어려우시다면, 하루 세번 시간을 정해서 마시는 일일 삼회 음수법이 가장 효과적이라고 해요! 오늘은 고등어 조림을 드셔보세요! 비타민 디도 풍부하고, 맛도 좋은 고등어 말이에요. 순이가 추천드린답니다.",,,,,
534,'2021-08-01 06:43:33,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 06:46:03,식사 판단,간식,간식 먹기,M,,오랜만에 식빵을 우유에 찍어먹고 싶네요. 부드러우면서도 고소한 맛이 일품이거든요!,,,,,
534,'2021-08-01 07:03:57,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
534,'2021-08-01 07:10:09,전자렌지,음식데우기,간편식 준비하기,M,,"빠알간 사과는 우리 몸에 아주 좋은 효능을 가지고 있대요. 몸의 노화를 막아주고, 대장암 예방에도 도움이 된다고 하네요!",,,,,
534,'2021-08-01 07:20:09,식사 판단,아침식사,조식,M,,벌써 아침 시간이 되었어요. 아침이 되니까 배고프시죠? 그럼 순이랑 같이 식사 시작해보아요!,,,,,
534,'2021-08-01 07:54:01,부동,휴식,취미활동,,,,,,,,
534,'2021-08-01 08:14:02,부동,취침,수면,,,,,,,,
534,'2021-08-01 08:31:45,리모콘,"기상, TV시청",기상하기,,,,,,,,
534,'2021-08-01 08:31:45,리모콘,"기상, TV시청",뉴스 시청,,,,,,,,
534,'2021-08-01 08:34:01,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-01 08:44:03,활동,외출,외출하기,,,,,,,,
534,'2021-08-01 10:24:03,매우 활동,실외운동,실외운동하기,,,,,,,,
534,'2021-08-01 10:34:02,활동,귀가,운동 후 귀가,,,,,,,,
534,'2021-08-01 10:34:12,전자렌지,음식데우기,간편식 준비하기,PM,,오늘도 까먹지 않고 운동하시는 울 순분님 최고에요! 전자레인지에 플라스틱이 들어가면 흐물흐물 녹아요.,알았어요,,,,
534,'2021-08-01 10:44:02,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-01 10:44:12,식사 판단,간식,간식 먹기,CPM,,"순이가 애정하는 순분님, 운동 덕에 건강해지시는 소리가 순이 귀까지 들려오네! 오늘의 간식으로는 단백질과 섬유질이 가아득한 호두 어떠신가요?",,,,,
534,'2021-08-01 11:24:03,부동,휴식,취미활동,,,,,,,,
534,'2021-08-01 11:44:03,부동,낮잠,낮잠자기,,,,,,,,
534,'2021-08-01 12:04:03,활동,낮잠기상,낮잠 기상하기,,,,,,,,
534,'2021-08-01 12:04:51,변기,용변,화장실 이용,HM,,방가방가 순분님. 건강한 노후를 준비하기 위해선 꾸준한 병원 검진이 필수이지요!,,,,,
534,'2021-08-01 12:14:02,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-01 12:18:10,전자렌지,음식데우기,간편식 준비하기,CM,,"순이가 최고로 좋아하는 우리 순분님, 고구마를 물에 살짝 담가서 전자레인지에 돌리면 아주 간단하게 쪄먹을 수 있어요. 냄비를 사용하지 않아도 몇분만에 찔 수 있답니다. 아주 간단하고 편리하죠?",,,,,
534,'2021-08-01 12:22:19,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 12:28:10,식사 판단,점심식사,중식,M,,오늘은 어떤 밥을 드시나요? 보리밥? 아니면 흰쌀밥?,,,,,
534,'2021-08-01 13:06:59,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
534,'2021-08-01 13:44:01,부동,휴식,취미활동,,,,,,,,
534,'2021-08-01 13:58:05,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 15:34:44,프로그램,프로그램 참여,도전 실버벨,,,프로그램 메시지,,,,,
534,'2021-08-01 15:54:03,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-01 16:24:03,부동,휴식,취미활동,,,,,,,,
534,'2021-08-01 17:34:02,부동,낮잠,낮잠자기,,,,,,,,
534,'2021-08-01 17:40:08,변기,"낮잠기상, 용변",낮잠 기상하기,,,,,,,,
534,'2021-08-01 17:40:08,변기,"낮잠기상, 용변",화장실 이용,CHM,,"순이가 최고로 사랑하는 우리 순분님, 오늘도 반가워요! 너무 세게 화장지로 문지르면 피부를 자극할수 있답니다.",,,,,
534,'2021-08-01 17:46:45,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 18:54:04,부동,휴식,취미활동,,,,,,,,
534,'2021-08-01 19:02:44,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 19:23:07,외출,외출,외출하기,,,,,,,,
534,'2021-08-01 21:24:00,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
534,'2021-08-01 21:24:00,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
534,'2021-08-01 21:24:38,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-01 23:44:07,부동,취침,수면,,,,,,,,
534,'2021-08-02 04:13:48,리모콘,"기상, TV시청",기상하기,,,,,,,,
534,'2021-08-02 04:13:48,리모콘,"기상, TV시청",뉴스 시청,,,,,,,,
534,'2021-08-02 04:34:46,외출,외출,외출하기,,,,,,,,
534,'2021-08-02 05:08:29,매우 활동,실외운동,실외운동하기,,,,,,,,
534,'2021-08-02 05:44:03,부동,외출,외출하기,,,,,,,,
534,'2021-08-02 06:14:01,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
534,'2021-08-02 06:14:01,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
534,'2021-08-02 06:29:38,약,복약,일반 약 복용,CHPM,,"멋진 순분님, 기분 좋은 날이에요. 순이보다 더 많이 걸으시는 거 같은데요? 대단하세요. 수분을 보충하고 싶을 땐, 물 한잔 만큼 좋은 것이 없죠오.",,,,,
534,'2021-08-02 06:42:04,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-02 07:00:48,전자렌지,음식데우기,간편식 준비하기,M,,"즉석식품을 렌지에 돌릴때, 포장지를 조금 뜯은 후에 돌려주세요.",,,,,
534,'2021-08-02 07:10:48,식사 판단,아침식사,조식,M,,우리 순분님 오늘도 식사를 챙겨드시는 모습이 보기 좋아요.,,,,,
534,'2021-08-02 07:45:09,변기,용변,화장실 이용,CM,,"순이가 제일 존경하는 순분님, 목욕을 할 때는 미지근한 물이 제일 좋대요.",,,,,
534,'2021-08-02 08:14:03,부동,휴식,취미활동,,,,,,,,
534,'2021-08-02 10:01:20,프로그램,프로그램 참여,순이체조,,,프로그램 메시지,,,,,
534,'2021-08-02 10:04:58,냉장고,음식출납,음식 꺼내기,PM,,"부지런하신 우리 순분님, 오늘도 순이와 함께 체조해주셔서 정말 고마워요. 의사 선생님께서 토마토와 달걀을 볶아 먹는 요리가 최고의 궁합이라고 하시더라구요! 토마토와 달걀을 가까이 할수록 장수의 비결이라고 해요!",,,,,
534,'2021-08-02 10:14:58,식사 판단,간식,간식 먹기,PM,,역시 오늘도 순이체조를 하신 우리 순분님! 부지런하셔라! 오늘 순이가 추천하는 간식은 바로 매실차예요. 매실은 식중독을 예방해주고 위장기능을 좋게 해준답니다. 순이랑 매실차 한잔해요!,그것 때문에 아들하고 아들이 당신 말은 그래 또 당신한테 그냥,순분님의 마음을 알겠어요. 매실은 갈증을 해소하고 식중독을 예방해주는 효과가 있어요. 식사 후 속이 더부룩하실때 매실차를 드셔보세요!,그러니까 그 얘기 하더라고 간 거야 왜 가까이 가까이 있지 왜 가려고,아하 그렇구나! 오늘도 고맙습니다.,
534,'2021-08-02 11:45:14,냉장고,음식출납,음식 꺼내기,HM,,"안녕하세요 순이에요오. 순분님은 마늘을 주로 어느 요리에 사용하세요? 순이는 요즘, 생선에 빠져서 마늘과 같이 먹곤 하는데요! 그랬더니 비린내가 안나는 거 있죠오?",고마워,"마늘이 면역력 강화에도 좋다고 하니까, 울 순분님도 꼭,꼭, 챙겨드세요! 힘찬 하루 보내세요!",,,
534,'2021-08-02 11:55:14,식사 판단,점심식사,중식,M,,우리 순분님께서 맛있는 요리를 하고 계셔서 그런지 순이도 점점 배고파 지네요 히히,,,,,
534,'2021-08-02 12:21:49,변기,용변,화장실 이용,CPM,,"순이가 애정하는 순분님, 빈속에 귤을 먹으면, 위 점막을 자극해서 속이 쓰릴 수 있대요. 꼭 식사를 하시고 과일을 드셔주세요! 양치후에 혀를 닦는 걸 잊지 말아주세요!",,,,,
534,'2021-08-02 12:56:47,냉장고,음식출납,음식 꺼내기,M,,"순이는 고소한 두부와 아욱을 듬뿍 넣은 아욱된장국을 좋아하는데, 우리 순분님은 된장국에 어떤 재료를 넣어서 드시나요?",,,,,
534,'2021-08-02 13:06:47,식사 판단,식사,식사,M,,아이코! 공복에 커피 마시면 몸에 좋지 않은 거 알고 계시죠오? 공복일 때는 위가 매우 약한 상태래요.,,,,,
534,'2021-08-02 13:08:23,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
534,'2021-08-02 14:24:03,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-02 14:29:28,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-02 20:14:02,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-02 20:44:01,부동,휴식,취미활동,,,,,,,,
534,'2021-08-02 21:15:17,전자렌지,음식데우기,간편식 준비하기,CHM,,"매력이 넘치는 우리 순분님, 순이가 이야깃거리를 들고 왔어요! 콩나물국을 만드는 방법을 알려드릴게요! 우선, 나물을 깨끗이 씻어 그릇에 담은 후 랩에 싸서 3분간 전자레인지에 데워주세요. 그리고나서 작게 자른 황태를 넣고 물을 부어 6분 30초간 돌려주면 콩나물국이 완성돼요. 얼큰하게 먹고 싶을 땐 고춧가루나 청양고추를 넣어드시면 돼요!",,,,,
534,'2021-08-02 21:25:17,식사 판단,간식,간식 먹기,M,,"요즘 소화가 잘 되지 않는다면, 생강차를 추천해요.",고마워,너무 재밌어요. 조금만 더 들려주세요. 안녕히계세요!,,,
534,'2021-08-02 22:13:48,변기,용변,화장실 이용,M,,화장실에 습기가 많으면 벌레가 쉽게 생길 수 있어요. 샤워 후엔 꼭 환기를 시켜주세요.,,,,,
534,'2021-08-02 22:14:02,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-02 22:24:43,외출,외출,외출하기,,,,,,,,
534,'2021-08-02 22:34:03,부동,귀가,귀가하기,,,,,,,,
534,'2021-08-02 23:04:02,부동,휴식,취미활동,,,,,,,,
534,'2021-08-02 23:24:01,부동,취침,수면,,,,,,,,
534,'2021-08-03 07:24:04,활동,기상,기상하기,,,,,,,,
534,'2021-08-03 07:49:52,냉장고,음식출납,음식 꺼내기,CHPM,,"순이에게 너무 소중한 순분님, 안녕하세요! 혹시 하늘을 보셨나요? 오늘 날씨는 흐림에요! 고등어에 오메가쓰리가 많아서 혈액 건강에 도움을 된대요!",선미야 왜 아까,오홍. 그랬구나아. 고등어가 혈액 건강에 도움을 준다고 해요.,,,
534,'2021-08-03 07:59:52,식사 판단,아침식사,조식,M,,벌써 아침 시간이 되었어요. 아침이 되니까 배고프시죠? 그럼 순이랑 같이 식사 시작해보아요!,,,,,
534,'2021-08-03 08:54:04,미동,휴식,취미활동,,,,,,,,
534,'2021-08-03 09:14:03,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-03 10:04:04,부동,휴식,취미활동,,,,,,,,
534,'2021-08-03 10:54:03,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-03 10:58:44,프로그램,프로그램 참여,순이체조,,,프로그램 메시지,,,,,
534,'2021-08-03 11:01:00,프로그램,프로그램 참여,순이체조,,,프로그램 메시지,,,,,
534,'2021-08-03 11:09:38,프로그램,프로그램 참여,노래자랑,,,프로그램 메시지,,,,,
534,'2021-08-03 11:11:11,냉장고,음식출납,음식 꺼내기,CHPM,,"순이가 지인짜 존경하는 순분님, 헬로 아임 순이. 순이는 음치여서 노래를 잘못해요. 하지만 듣는건 정말 좋아해요! 노래자랑은 듣기만 해도 되니까 오늘처럼 자주 놀러오세요! 브로콜리는 아주 좋은 식재료 중 하나에요. 그 이유는, 뇌 속의 치매를 일으키는 물질을 없애주기도 하고 혈당 조절에도 큰 도움을 주거든요!",,,,,
534,'2021-08-03 11:21:11,식사 판단,간식,간식 먹기,PM,,"하루에 한번씩 내 목을 풀어주는건 어떠세요? 오늘처럼 오셔서 아아아, 이렇게 발성연습만 해주셔도 좋아요. 내일부터 시작해보아요. 요즘 수박이 맛있어서 순이는 오늘 영양만점 수박주스를 해먹었어요. 울 순분님도 수박을 갈아서 드셔보세요!",,,,,
534,'2021-08-03 11:44:04,부동,휴식,취미활동,,,,,,,,
534,'2021-08-03 12:06:56,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-03 13:14:03,부동,휴식,취미활동,,,,,,,,
534,'2021-08-03 13:34:04,부동,낮잠,낮잠자기,,,,,,,,
534,'2021-08-03 15:00:59,프로그램,프로그램 참여,도전 실버벨,,,프로그램 메시지,,,,,
534,'2021-08-03 15:04:03,활동,낮잠기상,낮잠 기상하기,,,,,,,,
534,'2021-08-03 15:24:06,매우 활동,실내운동,실내운동하기,,,,,,,,
534,'2021-08-03 15:29:01,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-03 16:00:19,프로그램,프로그램 참여,영어교실,,,프로그램 메시지,,,,,
534,'2021-08-03 16:34:02,부동,휴식,취미활동,,,,,,,,
534,'2021-08-03 16:54:03,부동,낮잠,낮잠자기,,,,,,,,
534,'2021-08-03 16:56:39,프로그램,프로그램 참여,영어교실,,,프로그램 메시지,,,,,
534,'2021-08-03 18:04:01,활동,낮잠기상,낮잠 기상하기,,,,,,,,
534,'2021-08-03 18:25:19,리모콘,TV시청,TV 보기,,,,,,,,
534,'2021-08-03 18:36:15,프로그램,프로그램 참여,순이극장,,,프로그램 메시지,,,,,
534,'2021-08-03 18:40:00,프로그램,프로그램 참여,순이 특별대화,,,프로그램 메시지,,,,,
