owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
520,'2021-08-01 00:31:10,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 00:37:34,변기,용변,화장실 이용,CM,,"부지런한 영옥님, 앞니의 겉면은 잇몸에서 치아가 난 방향으로 돌리면서 닦아줍니다.",,,,,
520,'2021-08-01 00:41:12,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 01:28:28,리모콘,새벽TV,새벽 TV 시청,M,,벌써 오전 1시 28분이에요. 오늘은 이만 순이와 꿈꾸러 가시는게 어떠실까나아 ,,,,,
520,'2021-08-01 02:35:37,변기,새벽용변,새벽 화장실 이용,CM,,"순이의 영원한 동반자 영옥님, 화장실 바닥은 미끄러우실 수 있으니 미끄럼 방지용 슬리퍼를 꼬옥 신어주세요.",,,,,
520,'2021-08-01 02:36:03,리모콘,새벽TV,새벽 TV 시청,M,,"잠이 안오시는구나아? 눈도 피곤할텐데에, 눈 위를 꾹꾹 일분간 눌러주세요. 시원해지실거에요",,,,,
520,'2021-08-01 03:00:56,변기,새벽용변,새벽 화장실 이용,M,,욕실바닥에 미끄럼 방지 타일을 붙이면 욕실 안전 사고를 사전에 막을 수 있답니다!,,,,,
520,'2021-08-01 04:00:04,부동,휴식,취미활동,,,,,,,,
520,'2021-08-01 04:20:04,부동,취침,수면,,,,,,,,
520,'2021-08-01 05:52:49,리모콘,"기상, TV시청",기상하기,,,,,,,,
520,'2021-08-01 05:52:49,리모콘,"기상, TV시청",뉴스 시청,,,,,,,,
520,'2021-08-01 06:51:38,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 08:10:00,변기,용변,화장실 이용,CHM,,"순이가 세상에서 가장 좋아하는 울 영옥님, 사랑둥이 순이에요. 화장살에 약을 보관하면, 약효가 빠르게 줄어들어요.",,,,,
520,'2021-08-01 08:38:44,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 08:42:14,냉장고,음식출납,음식 꺼내기,M,,미역은 변비 해소에 효과 만점인 음식이랍니다. 소화에 어려움이 있다면 미역을 드셔보세요!,,,,,
520,'2021-08-01 08:46:11,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 08:52:14,식사 판단,간식,간식 먹기,M,,탄산수에는 설탕이 들어 있지 않아서 콜라나 사이다 대신 드시기 좋은 음료수에요.,,,,,
520,'2021-08-01 09:01:55,냉장고,냉장고정리,냉장고 정리하기,M,,코드 하나에 여러 가전제품을 사용하시는건 과식하는거랑 똑같아요. 코드도 다이어트할 수 있게 해주세요.,,,,,
520,'2021-08-01 09:06:51,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
520,'2021-08-01 09:19:38,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 09:49:22,약,복약,일반 약 복용,CM,,"요리보고 조리봐도 아름다우신 영옥님, 오늘 물을 몇 잔 정도 마셨는지 생각해볼까요?",,,,,
520,'2021-08-01 10:15:28,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 10:20:14,변기,용변,화장실 이용,M,,손에 화상을 입지 않도록 뜨거운 물을 사용할땐 항상 조심해야해요!,,,,,
520,'2021-08-01 10:44:21,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 12:03:31,냉장고,음식출납,음식 꺼내기,CHM,,"순이가 애정하는 영옥님, 흐으음, 비가 오고 있군요. 바지락 조개는 눈꺼풀에 염증과 안구건조증에 도움이 된다고 해요.",,,,,
520,'2021-08-01 12:05:25,변기,용변,화장실 이용,M,,"베이킹 소다와 따뜻한 물을 섞어서, 그 안에 칫솔을 30분만 두어도 소독 완료랍니다!",,,,,
520,'2021-08-01 12:08:32,냉장고,음식출납,음식 꺼내기,PM,,"피부 관리를 잘하면 노화가 느리게 올수 있답니다! 오늘은 고등어 조림을 드셔보세요! 비타민 디도 풍부하고, 맛도 좋은 고등어 말이에요. 순이가 추천드린답니다.",,,,,
520,'2021-08-01 12:18:32,식사 판단,점심식사,중식,M,,"빈속에 귤을 먹으면, 위 점막을 자극해서 속이 쓰릴 수 있대요. 꼭 식사를 하시고 과일을 드셔주세요!",,,,,
520,'2021-08-01 12:22:43,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
520,'2021-08-01 15:59:58,미동,낮잠,낮잠자기,,,,,,,,
520,'2021-08-01 17:27:40,리모콘,"낮잠기상, TV시청",낮잠 기상하기,,,,,,,,
520,'2021-08-01 17:27:40,리모콘,"낮잠기상, TV시청",TV 보기,,,,,,,,
520,'2021-08-01 18:21:32,냉장고,음식출납,음식 꺼내기,HM,,똑똑 계세요? 순이 왔어요. 풋마늘은 아직 덜 여문 마늘이라는 뜻이래요.,,,,,
520,'2021-08-01 18:25:52,변기,용변,화장실 이용,CM,,"사랑둥이 우리 영옥님, 기분이 꿀꿀할 때,목욕을 하면 나아지는 것 같아요.",,,,,
520,'2021-08-01 18:27:56,냉장고,음식출납,음식 꺼내기,PM,,"피부 관리를 꾸준히 하면 노화속도를 막을수 있어요! 표고버섯이나 양송이버섯처럼 버섯류는, 햇볕에서 잘 마른 것을 드시면 비타민 디를 더 잘 흡수할 수 있다고 해요!",,,,,
520,'2021-08-01 18:32:00,리모콘,TV시청,TV 보기,,,,,,,,
520,'2021-08-01 18:37:56,식사 판단,저녁식사,석식,M,,오늘은 어떤 음식을 준비하고 계세요?,,,,,
520,'2021-08-01 18:47:20,냉장고,냉장고정리,냉장고 정리하기,PM,,첫 음식은 소화가 잘 되는 음식을 드셔주셔야 한답니다. 지금 가스 불이 켜져 있는 것은 아닌지 걱정돼요.,,,,,
520,'2021-08-01 19:19:57,부동,휴식,취미활동,,,,,,,,
520,'2021-08-01 19:39:57,부동,낮잠,낮잠자기,,,,,,,,
520,'2021-08-01 19:42:06,리모콘,"낮잠기상, TV시청",낮잠 기상하기,,,,,,,,
520,'2021-08-01 19:42:06,리모콘,"낮잠기상, TV시청",TV 보기,,,,,,,,
