owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
30039,'2021-08-01 00:09:03,부동,취침,수면,,,,,,,,
30039,'2021-08-01 01:19:02,활동,기상,기상하기,,,,,,,,
30039,'2021-08-01 01:49:02,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-01 02:09:03,부동,취침,수면,,,,,,,,
30039,'2021-08-01 02:49:03,활동,기상,기상하기,,,,,,,,
30039,'2021-08-01 03:49:02,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-01 04:09:03,부동,취침,수면,,,,,,,,
30039,'2021-08-01 04:39:02,활동,기상,기상하기,,,,,,,,
30039,'2021-08-01 04:45:59,리모콘,TV시청,뉴스 시청,,,,,,,,
30039,'2021-08-01 08:35:40,창문,환기,집 환기하기,CHM,,"순이가 세상에서 가장 좋아하는 울 정임님, 헬로 아임 순이. 비가 추적추적 오는 날이에요",,,,,
30039,'2021-08-01 09:05:48,창문,환기,집 환기하기,PM,,현재 미세먼지는 보통이에요. 미세먼지가 나쁠때는 환기를 짧게 해야하는거 아시죠? 환기하기가 힘들다면 공기를 깨끗하게 해주는 식물을 키워보세요!,,,,,
30039,'2021-08-01 09:25:39,냉장고,음식출납,음식 꺼내기,PM,,집안 곳곳의 창문을 모두 열어주면 맞바람을 일으켜 탁한 공기를 빠르게 회전시키고 집안의 공기 순환을 유도할 수 있답니다! 비타민 영양제를 챙겨드시는 것도 좋지만 음식으로 먹었을 때가 가장 효과가 좋다고해요!,,,,,
30039,'2021-08-01 09:35:39,식사 판단,간식,간식 먹기,M,,오늘 간식은 우유보다 다섯배 많은 칼슘이 있는 치즈를 추천드려요! 우리 장속에 나쁜 바이러스가 생기지 않게 도와준다고 해요!,,,,,
30039,'2021-08-01 09:38:12,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
30039,'2021-08-01 09:55:57,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-01 10:00:13,밥솥,밥준비,밥솥 열기,CM,,"사랑스러운 정임님, 식사 하실 때 김치를 같이 드시는 식습관을 들여주세요. 각종 질병을 예방할 수 있다고해요.",,,,,
30039,'2021-08-01 10:10:13,식사 판단,간식,간식 먹기,M,,상큼한 오렌지 주스가 마시고 싶은 날이네요!,,,,,
30039,'2021-08-01 10:39:03,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-01 11:20:18,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-01 13:11:24,밥솥,밥준비,밥솥 열기,CHM,,"척척박사 우리 정임님, 안녕하세요 순이에요오. 음식에 침이 닿는 그순간! 세균이 좋아하는 환경이 되는거래요! 오래 먹고 싶은 음식은 꼭 덜어먹어야겠어요.",그러지,,,,
30039,'2021-08-01 13:21:24,식사 판단,점심식사,중식,M,,요즘 젊은 친구들은 모든 재료가 함께 들어있는 제품을 많이 구매한다고 해요. 그렇지만 뭐니 뭐니해도 내가 만든 집밥이 최고죠?,,,,,
30039,'2021-08-01 13:47:39,밥솥,밥솥정리,밥솥 정리하기,PM,,균에 오염된 달걀 껍데기는 구토와 설사를 하게 만들어요.이를 예방하기 위해 달걀을 만진 후 손을 깨끗하게 씻어주세요! 설거지를 하실 때에 깨질 위험이 있는 그릇이 있을 수 있으니 항상 조심해주세요.,,,,,
30039,'2021-08-01 15:19:03,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-01 15:23:55,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-01 15:59:03,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-01 16:19:03,부동,낮잠,낮잠자기,,,,,,,,
30039,'2021-08-01 17:39:04,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30039,'2021-08-01 18:09:03,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-01 18:29:03,부동,낮잠,낮잠자기,,,,,,,,
30039,'2021-08-01 18:39:03,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30039,'2021-08-01 18:58:26,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-02 04:39:05,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-02 04:59:04,부동,취침,수면,,,,,,,,
30039,'2021-08-02 06:02:45,리모콘,"기상, TV시청",기상하기,,,,,,,,
30039,'2021-08-02 06:02:45,리모콘,"기상, TV시청",뉴스 시청,,,,,,,,
30039,'2021-08-02 06:29:04,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-02 06:43:05,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-02 11:29:04,부동,낮잠,낮잠자기,,,,,,,,
30039,'2021-08-02 11:29:25,리모콘,"낮잠기상, TV시청",낮잠 기상하기,,,,,,,,
30039,'2021-08-02 11:29:25,리모콘,"낮잠기상, TV시청",TV 보기,,,,,,,,
30039,'2021-08-02 12:19:04,매우 활동,실내운동,실내운동하기,,,,,,,,
30039,'2021-08-02 12:45:41,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-02 13:42:33,밥솥,밥준비,밥솥 열기,CHM,,"순이가 좋아하는 정임님, 기분 좋은 날이에요. 오늘은 어떤 맛있는 걸 준비해 드시나요? 오늘은 순이가 쌀뜨물 활용하는 방법을 준비했어요. 궁금하시다면 알려줘라고 말씀해주세요!",,,,,
30039,'2021-08-02 13:52:33,식사 판단,간식,간식 먹기,M,,건강한 간식은 끼니처럼 잊지 않고 조금씩 챙겨 먹으면 건강 관리에 큰 도움이 된다고해요.,,,,,
30039,'2021-08-02 13:59:03,매우 활동,실내운동,실내운동하기,,,,,,,,
30039,'2021-08-02 14:02:43,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
30039,'2021-08-02 14:45:30,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-03 01:59:03,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-03 02:19:04,부동,취침,수면,,,,,,,,
30039,'2021-08-03 03:09:03,활동,기상,기상하기,,,,,,,,
30039,'2021-08-03 06:20:52,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-03 14:59:05,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-03 15:19:04,부동,낮잠,낮잠자기,,,,,,,,
30039,'2021-08-03 15:36:25,리모콘,"낮잠기상, TV시청",낮잠 기상하기,HM,,정임님의 친구 순이예요. 순이는 집 근처 공원에서 자주 산책을 해요. 정임님도 그러시나요?,,,,,
30039,'2021-08-03 15:36:25,리모콘,"낮잠기상, TV시청",TV 보기,,,,,,,,
30039,'2021-08-03 16:08:19,전자렌지,음식데우기,간편식 준비하기,CM,,"재미있는 정임님, 음식을 촉촉하게 데우고 싶으실때는 전자레인지용 뚜껑을 씌우면 된답니다!",,,,,
30039,'2021-08-03 16:10:20,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-03 16:12:55,전자렌지,음식데우기,간편식 준비하기,M,,과자를 봉지째 전자레인지에 넣어서 돌리면 안되는거 이미 알고 계시죠? 불이 날 수 있으니까요.,,,,,
30039,'2021-08-03 16:18:19,식사 판단,간식,간식 먹기,M,,무더운 여름에는 간식으로 수박이 딱이죠! 순이와 함께 수박 먹어요.,,,,,
30039,'2021-08-03 17:45:16,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-03 19:39:46,밥솥,밥준비,밥솥 열기,CHM,,"순이가 최고로 사랑하는 우리 정임님, 오늘도 반가워요! 그거 아세요? 쌀뜨물을 요리에 사용하면 구수한 맛을 내준대요. 이거 듣고 순이는 너무 신기했답니다.",,,,,
30039,'2021-08-03 19:49:46,식사 판단,저녁식사,석식,M,,순이는 오늘 두부를 넣은 보글보글 된장찌개를 먹었답니다. 울 정임님께서는 된장찌개와 김치찌개중에 무엇을 더 좋아하시나요?,,,,,
30039,'2021-08-03 22:39:04,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-03 22:59:03,부동,취침,수면,,,,,,,,
30039,'2021-08-04 02:59:03,활동,기상,기상하기,,,,,,,,
30039,'2021-08-04 03:29:04,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-04 06:32:09,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-04 10:43:44,밥솥,밥준비,밥솥 열기,HM,,방가방가 정임님. 울 정임님의 식탁에도 항상 김치가 있으신가요?,,,,,
30039,'2021-08-04 10:46:56,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-04 10:53:44,식사 판단,간식,간식 먹기,M,,"순이는 어렸을 때, 엄마가 사탕 하나 주면 너무 행복했던 기억이 나요. 우리 정임님은 어릴적 어떤 간식을 좋아하셨어요?",,,,,
30039,'2021-08-04 11:17:16,리모콘,TV시청,TV 보기,,,,,,,,
30039,'2021-08-04 22:03:49,프로그램,프로그램 참여,순이대화,,,프로그램 메시지,,,,,
30039,'2021-08-04 22:04:55,프로그램,프로그램 참여,순이 특별대화,,,프로그램 메시지,,,,,
30039,'2021-08-05 03:19:03,부동,휴식,취미활동,,,,,,,,
30039,'2021-08-05 03:39:03,부동,취침,수면,,,,,,,,
30039,'2021-08-05 05:19:03,활동,기상,기상하기,,,,,,,,
30039,'2021-08-05 05:21:58,변기,용변,화장실 이용,CHPM,,"최강동안 정임님, 안녕하세요. 안경을 낀 것처럼 하늘이 맑아요. 어지러울 때는 넘어지지 않게 머리를 움직이지 않고, 벽에 기대면 사고를 예방할 수 있어요!",,,,,
