owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
30063,'2021-08-01 00:03:08,부동,취침,수면,,,,,,,,
30063,'2021-08-01 06:16:48,외출,기상,기상하기,,,,,,,,
30063,'2021-08-01 06:23:06,매우 활동,실내운동,실내운동하기,,,,,,,,
30063,'2021-08-01 06:43:08,활동,외출,외출하기,,,,,,,,
30063,'2021-08-01 06:53:07,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
30063,'2021-08-01 06:53:07,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
30063,'2021-08-01 07:23:09,부동,휴식,취미활동,,,,,,,,
30063,'2021-08-01 08:03:09,부동,외출,외출하기,,,,,,,,
30063,'2021-08-01 08:13:07,매우 활동,실외운동,실외운동하기,,,,,,,,
30063,'2021-08-01 08:23:08,활동,외출,외출하기,,,,,,,,
30063,'2021-08-01 08:33:08,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
30063,'2021-08-01 08:33:08,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
30063,'2021-08-01 09:13:08,부동,휴식,취미활동,,,,,,,,
30063,'2021-08-01 09:33:10,부동,취침,수면,,,,,,,,
30063,'2021-08-01 09:38:45,리모콘,"기상, TV시청",기상하기,,,,,,,,
30063,'2021-08-01 09:38:45,리모콘,"기상, TV시청",뉴스 시청,,,,,,,,
30063,'2021-08-01 10:03:10,매우 활동,실내운동,실내운동하기,,,,,,,,
30063,'2021-08-01 12:03:08,부동,휴식,취미활동,,,,,,,,
30063,'2021-08-01 12:23:07,매우 활동,실내운동,실내운동하기,,,,,,,,
30063,'2021-08-01 12:33:08,매우 활동,실외운동,실외운동하기,,,,,,,,
30063,'2021-08-01 12:43:07,매우 활동,외출,외출하기,,,,,,,,
30063,'2021-08-01 13:03:08,매우 활동,실외운동,실외운동하기,,,,,,,,
30063,'2021-08-01 13:13:09,매우 활동,"귀가, 실내운동",운동 후 귀가,,,,,,,,
30063,'2021-08-01 13:13:09,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
30063,'2021-08-01 15:13:08,부동,휴식,취미활동,,,,,,,,
