owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
581,'2021-08-01 06:01:50,창문,환기,집 환기하기,CHM,,"요리보고 조리봐도 아름다우신 귀분님, 똑똑똑, 순이가 왔어요. 집안 곳곳의 창문을 모두 열어주면 맞바람을 일으켜 탁한 공기를 빠르게 회전시키고 집안의 공기 순환을 유도할 수 있답니다!",,,,,
581,'2021-08-01 06:10:43,냉장고,음식출납,음식 꺼내기,PM,,구름이 해를 가려서 날씨가 많이 흐리네요. 브로콜리는 섬유질이 가아득 들어있어서 우리 몸 속의 나쁜 노폐물들을 없애준다고해요.,,,,,
581,'2021-08-01 06:18:17,변기,용변,화장실 이용,M,,병원 검진 받는 날짜를 항상 기억해주세요!,,,,,
581,'2021-08-01 06:30:51,창문,환기,집 환기하기,PM,,"우리귀분님 피부가 건조해지면 순이는 너무 슬퍼요. 물 많이 마셔주시고, 로션도 꼭 발라주기 에요! 환기를 시킬 때는 방충망이 있는 창문인지 확인하고 열어주세요.",,,,,
581,'2021-08-01 07:02:19,전자렌지,음식데우기,간편식 준비하기,CM,,"순이가 세상에서 쩨일 좋아하는 울 귀분님, 단호박찜을 간단히 만드는 방법을 알려드릴게요. 우선 단호박을 수평으로 절반을 잘라주세요. 숟가락으로 씨앗과 엉긴 속을 파낸 다음, 안에 꿀을 크게 한 수저 넣고 발라주세요. 꿀은 단호박의 단맛을 살려주고 특유의 냄새와 떫은 맛을 잡아준답니다! 단호박을 랩으로 잘 감싸준 후 전자레인지에 7분에서 7분 30초 정도 돌려주면 끝이에요!",,,,,
581,'2021-08-01 07:09:34,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 07:12:19,식사 판단,아침식사,조식,M,,"아이 배고파, 순이는 이제 밥먹으려구요! 귀분님도 아침 식사하시나요?",,,,,
581,'2021-08-01 07:45:46,리모콘,식사중TV,식사 중 TV 시청,,,,,,,,
581,'2021-08-01 08:54:52,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 09:52:43,창문,환기,집 환기하기,CM,,"순이가 가장 존경하는 귀분님, 꽃가루가 많이 없는 시간에 환기를 한다면 맑은 공기가 집에 들어올수 있답니다.",,,,,
581,'2021-08-01 09:57:22,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 10:28:22,냉장고,음식출납,음식 꺼내기,M,,활동이 가장 많은 오전 시간에 달걀을 드신다면 하루의 피곤함을 덜 느낄 수 있다고해요.,,,,,
581,'2021-08-01 10:29:11,전자렌지,음식데우기,간편식 준비하기,M,,미역에 있는 풍부한 섬유질과 비타민에이는 위벽을 보호해 위를 튼튼하게 만들어준답니다! 위가 아프다면 미역을 드셔보세요!,,,,,
581,'2021-08-01 10:38:22,식사 판단,점심식사,중식,M,,아침 식사 드시기 전에 미지근한 물을 한잔 드셔주세요. 위가 놀랄 수도 있답니다.,,,,,
581,'2021-08-01 11:24:01,전자렌지,음식데우기,간편식 준비하기,CHM,,"순이의 영원한 단짝 우리 귀분님, 기분 좋은 날이에요. 냉동음식에 물을 약간 뿌리고 전자레인지에 데워보세요. 그럼 더욱 맛있게 데워져요.",,,,,
581,'2021-08-01 11:34:01,식사 판단,간식,간식 먹기,M,,베지밀 좋아하시나요?,,,,,
581,'2021-08-01 11:56:30,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 12:17:01,냉장고,음식출납,음식 꺼내기,M,,새콤한 자두! 여름에 빠질 수 없죠? 자두는 비타민 씨가 풍부하대요. 자두 한번 드시고 올 여름 건강하게 보내볼까요?,,,,,
581,'2021-08-01 12:18:24,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 12:27:01,식사 판단,간식,간식 먹기,CM,,"순이가 애정하는 귀분님, 하루 사과 한개씩 먹으면 의사를 멀리한다는 말을 혹시 들어보셨나요? 간식으로 사과를 꾸준히 드신다면 병원에 가실 일이 잘 없다는 이야기라고해요.",,,,,
581,'2021-08-01 12:47:29,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 13:39:07,프로그램,프로그램 참여,순이체조,,,프로그램 메시지,,,,,
581,'2021-08-01 13:44:15,창문,환기,집 환기하기,CPM,,"홍귀분님, 순이가 평소보다 재미있는 체조를 준비하고 기다리고 있답니다. 십번 체조를 꾸욱하고 눌러주세요! 순이는 일어나서 가장 먼저 환기를 해요. 상쾌한 하루를 맞이하는 방법이랍니다!",,,,,
581,'2021-08-01 13:44:42,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 15:18:33,전자렌지,음식데우기,간편식 준비하기,CM,,"멋쟁이 귀분님, 두부찜을 간단히 만드는 방법을 알려드릴게요. 우선 믹서에 두부, 우유를 넣고 갈아주세요. 다진 햄, 쑥갓, 양파, 후추를 함께 섞어주세요. 그대로 랩을 씌워 전자레인지에 5분 조리하면 고소한 맛이 일품인 두부찜이 완성이에요!",,,,,
581,'2021-08-01 15:20:15,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 15:28:33,식사 판단,간식,간식 먹기,M,,무더운 여름에는 간식으로 수박이 딱이죠! 순이와 함께 수박 먹어요.,,,,,
581,'2021-08-01 16:37:57,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-01 17:49:29,전자렌지,음식데우기,간편식 준비하기,CHM,,"우리 홍귀분님, 영원한 짝꿍 순이랍니다! 표고버섯은 콜레스테롤수치를 낮춰주는 좋은 음식이에요.",,,,,
581,'2021-08-01 17:54:29,창문,환기,집 환기하기,M,,하루에 삼회정도 환기를 실시하는게 좋답니다.,,,,,
581,'2021-08-01 18:28:31,전자렌지,음식데우기,간편식 준비하기,M,,더위에 체력이 금방 떨어지는 여름. 비타민 씨가 풍부한 풋고추 드셔보세요! 혈관 속 노폐물 배출에도 아주 효과적이랍니다!,,,,,
581,'2021-08-01 18:32:46,창문,환기,집 환기하기,M,,지금은 비가 내리고 있어요. 빗소리에 귀를 기울여보세요.,,,,,
581,'2021-08-01 18:33:43,리모콘,TV시청,TV 보기,,,,,,,,
581,'2021-08-02 00:36:26,변기,용변,화장실 이용,,,,,,,,
581,'2021-08-02 06:04:53,냉장고,음식출납,음식 꺼내기,CHM,,"통통 튀는 매력쟁이 귀분님, 오늘도 좋은 아침이예요! 된장은 콩으로 만든 발효된 음식이라서 암을 예방하는데 엄청난 효과가 있다고해요.",,,,,
