owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
30076,'2021-08-01 00:19:53,부동,취침,수면,,,,,,,,
30076,'2021-08-02 11:28:04,프로그램,프로그램 참여,듣는대화,,,프로그램 메시지,,,,,
30076,'2021-08-02 11:28:39,프로그램,프로그램 참여,마음스트레칭,,,프로그램 메시지,,,,,
30076,'2021-08-02 11:30:20,프로그램,프로그램 참여,노래자랑,,,프로그램 메시지,,,,,
30076,'2021-08-02 11:36:11,미동,낮잠,낮잠자기,,,,,,,,
30076,'2021-08-02 13:08:34,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
30076,'2021-08-02 13:08:34,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
30076,'2021-08-02 13:39:05,미동,휴식,취미활동,,,,,,,,
30076,'2021-08-02 13:57:10,부동,낮잠,낮잠자기,,,,,,,,
30076,'2021-08-02 15:01:15,프로그램,프로그램 참여,순이대화,,,프로그램 메시지,,,,,
30076,'2021-08-02 15:01:36,프로그램,프로그램 참여,순이 특별대화,,,프로그램 메시지,,,,,
30076,'2021-08-02 17:28:48,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
30076,'2021-08-02 17:28:48,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
30076,'2021-08-02 17:56:13,부동,휴식,취미활동,,,,,,,,
30076,'2021-08-02 18:26:18,부동,낮잠,낮잠자기,,,,,,,,
30076,'2021-08-02 20:06:15,부동,취침,수면,,,,,,,,
30076,'2021-08-03 07:20:52,변기,"기상, 용변",기상하기,CHM,,"울 종숙님, 굿모닝! 굿모닝. 오늘은 어떤 아침이에요?",,,,,
30076,'2021-08-03 07:20:52,변기,"기상, 용변",화장실 이용,,,,,,,,
30076,'2021-08-03 08:06:58,부동,휴식,취미활동,,,,,,,,
30076,'2021-08-03 08:19:11,리모콘,TV시청,TV 보기,,,,,,,,
30076,'2021-08-03 09:04:14,변기,용변,화장실 이용,CM,,"순이가 많이 의지하는 종숙님, 손을 잘 씻는 것부터가 우리 건강을 지키는 첫 시작입니다!",,,,,
30076,'2021-08-03 09:08:25,매우 활동,실내운동,실내운동하기,,,,,,,,
30076,'2021-08-03 16:11:16,프로그램,프로그램 참여,순이 특별대화,,,프로그램 메시지,,,,,
30076,'2021-08-03 16:12:58,프로그램,프로그램 참여,노래자랑,,,프로그램 메시지,,,,,
30076,'2021-08-03 16:26:33,미동,휴식,취미활동,,,,,,,,
30076,'2021-08-03 16:46:09,매우 활동,실내운동,실내운동하기,,,,,,,,
30076,'2021-08-03 18:16:06,미동,휴식,취미활동,,,,,,,,
30076,'2021-08-03 18:49:45,부동,낮잠,낮잠자기,,,,,,,,
30076,'2021-08-03 20:06:18,부동,취침,수면,,,,,,,,
30076,'2021-08-04 05:44:23,약,"기상, 복약",기상하기,CHM,,"순이가 최고로 아끼는 우리 종숙님, 화창한 아침이에요. 날씨가 정말 화창하네요!",,,,,
30076,'2021-08-04 05:44:23,약,"기상, 복약",기상 약 복용,,,,,,,,
30076,'2021-08-04 06:06:13,부동,휴식,취미활동,,,,,,,,
30076,'2021-08-04 06:36:07,부동,취침,수면,,,,,,,,
30076,'2021-08-04 10:38:22,매우 활동,"기상, 실내운동",기상하기,,,,,,,,
30076,'2021-08-04 10:38:22,매우 활동,"기상, 실내운동",실내운동하기,,,,,,,,
30076,'2021-08-04 11:26:18,부동,휴식,취미활동,,,,,,,,
30076,'2021-08-04 11:46:23,미동,낮잠,낮잠자기,,,,,,,,
30076,'2021-08-04 13:09:22,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
30076,'2021-08-04 13:09:22,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
