owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
30073,'2021-08-01 00:03:04,부동,취침,수면,,,,,,,,
30073,'2021-08-01 07:23:11,활동,기상,기상하기,,,,,,,,
30073,'2021-08-01 09:43:05,미동,휴식,취미활동,,,,,,,,
30073,'2021-08-01 10:03:03,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-01 16:13:02,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-01 16:43:03,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-01 17:03:02,미동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-01 18:33:03,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-01 19:03:05,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-01 20:13:03,부동,취침,수면,,,,,,,,
30073,'2021-08-02 08:33:44,활동,기상,기상하기,,,,,,,,
30073,'2021-08-02 08:43:04,매우 활동,실외운동,실외운동하기,,,,,,,,
30073,'2021-08-02 08:53:37,매우 활동,외출,외출하기,,,,,,,,
30073,'2021-08-02 11:14:02,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
30073,'2021-08-02 11:14:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
30073,'2021-08-02 11:23:03,매우 활동,외출,외출하기,,,,,,,,
30073,'2021-08-02 11:33:05,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
30073,'2021-08-02 11:33:05,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
30073,'2021-08-02 13:33:09,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-02 13:53:10,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-02 20:13:04,미동,취침,수면,,,,,,,,
30073,'2021-08-02 21:13:03,활동,기상,기상하기,,,,,,,,
30073,'2021-08-02 21:53:38,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-02 23:15:34,부동,취침,수면,,,,,,,,
30073,'2021-08-03 07:26:48,활동,기상,기상하기,,,,,,,,
30073,'2021-08-03 07:53:02,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-03 08:03:04,부동,"휴식, 외출",외출하기,,,,,,,,
30073,'2021-08-03 08:13:06,부동,"취침, 외출",수면,,,,,,,,
30073,'2021-08-03 08:13:06,부동,"취침, 외출",외출하기,,,,,,,,
30073,'2021-08-03 08:23:05,부동,취침,수면,,,,,,,,
30073,'2021-08-04 06:53:09,활동,기상,기상하기,,,,,,,,
30073,'2021-08-04 07:23:06,미동,휴식,취미활동,,,,,,,,
30073,'2021-08-04 07:43:06,부동,취침,수면,,,,,,,,
30073,'2021-08-04 10:03:11,미동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-04 11:23:05,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-04 11:53:05,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-04 12:13:03,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-04 12:33:10,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-04 13:03:09,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-04 13:23:10,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-04 18:23:04,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-04 18:33:02,부동,외출,외출하기,,,,,,,,
30073,'2021-08-04 18:43:05,부동,귀가,귀가하기,,,,,,,,
30073,'2021-08-04 19:13:04,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-04 19:33:04,미동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-04 20:03:05,부동,취침,수면,,,,,,,,
30073,'2021-08-04 21:13:05,매우 활동,"기상, 실내운동",기상하기,,,,,,,,
30073,'2021-08-04 21:13:05,매우 활동,"기상, 실내운동",실내운동하기,,,,,,,,
30073,'2021-08-04 21:43:04,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-04 22:03:02,부동,취침,수면,,,,,,,,
30073,'2021-08-05 06:33:08,활동,기상,기상하기,,,,,,,,
30073,'2021-08-05 06:43:10,부동,외출,외출하기,,,,,,,,
30073,'2021-08-05 09:13:03,미동,귀가,귀가하기,,,,,,,,
30073,'2021-08-05 09:53:39,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-05 10:33:02,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-05 13:13:02,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-05 13:43:02,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-05 13:53:04,매우 활동,실내운동,실내운동하기,,,,,,,,
30073,'2021-08-05 14:43:05,미동,휴식,취미활동,,,,,,,,
30073,'2021-08-05 15:03:06,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-05 15:53:03,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
30073,'2021-08-05 15:53:03,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
30073,'2021-08-05 16:33:09,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-05 16:53:11,부동,낮잠,낮잠자기,,,,,,,,
30073,'2021-08-05 18:53:04,활동,낮잠기상,낮잠 기상하기,,,,,,,,
30073,'2021-08-05 19:23:06,부동,휴식,취미활동,,,,,,,,
30073,'2021-08-05 19:43:03,부동,낮잠,낮잠자기,,,,,,,,
