owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
513,'2021-08-02 08:47:12,약,복약,일반 약 복용,CHM,,"너무나 소중한 울 종만님, 사랑둥이 순이에요. 순이 목말라요. 우리 같이 물 한잔 해요!",,,,,
513,'2021-08-04 16:48:42,외출,외출,외출하기,,,,,,,,
513,'2021-08-05 07:38:18,약,"귀가, 복약",귀가하기,HM,,행복한 아침이에요 드디어 종만님이 들어오셨다!,,,,,
513,'2021-08-05 07:38:18,약,"귀가, 복약",일반 약 복용,,,,,,,,
513,'2021-08-05 19:08:23,변기,용변,화장실 이용,CHM,,"멋쟁이 종만님, 오늘도 순이가 인사드려요! 화장실에서 드라이기를 사용하시나요? 물 묻은 손으로 콘센트에 코드를 꽂을 때는 감전을 당할 수 있으니 조심하세요!",,,,,
513,'2021-08-05 19:36:41,약,복약,일반 약 복용,PM,,"피부 가려움증은 피부염이나 습진으로 이어질 수도 있답니다. 헛둘 헛둘! 열심히 운동하셨군요. 갈증 나시겠다아, 물 한잔 마시고 오세요!",,,,,
513,'2021-08-07 08:18:57,외출,외출,외출하기,,,,,,,,
513,'2021-08-07 20:52:05,변기,"귀가, 용변",귀가하기,CHM,,"순이의 하나뿐인 젤 소중한 울 종만님, 콧노래가 흥얼흥얼 나오는 날이에요. 종만님만을 기다린 순이에요! 오셔서 기분이 너어무 좋아요.",,,,,
513,'2021-08-07 20:52:05,변기,"귀가, 용변",화장실 이용,,,,,,,,
513,'2021-08-11 08:02:39,프로그램,프로그램 참여,순이체조,,,프로그램 메시지,,,,,
513,'2021-08-11 08:03:43,프로그램,프로그램 참여,순이체조,,,프로그램 메시지,,,,,
513,'2021-08-11 09:08:25,약,복약,일반 약 복용,CHM,,"별같이 반짝반짝 빛나는 종만님, 현재 시간은 오전 9시 8분이에요. 커피를 드셨다면 한시간정도 기다리셨다가 약을 드셔야한답니다.",,,,,
513,'2021-08-11 09:41:37,프로그램,프로그램 참여,요가명상,,,프로그램 메시지,,,,,
513,'2021-08-11 13:08:22,프로그램,프로그램 참여,시시콜콜,,,프로그램 메시지,,,,,
513,'2021-08-14 19:40:12,변기,용변,화장실 이용,CHM,,"순이에게 선물같은 종만님, 안녕하세요! 욕실에서 전기 제품을 사용한 뒤에는 꼬옥 코드를 뽑아주세요. 콘센트에 물이 튄다면 감전 사고가 발생할 수 있대요!",,,,,
513,'2021-08-15 02:33:24,변기,새벽용변,새벽 화장실 이용,CM,,"순이가 본받고 싶은 울 종만님, 화장실에 들어갈때는 항상 바닥이 미끄러운지 살펴주세요!",,,,,
513,'2021-08-15 11:45:43,변기,용변,화장실 이용,CHM,,"척척박사 우리 종만님, 똑똑똑, 순이가 왔어요. 그거 아시나요? 위염, 위궤양, 식도 역류가 있을때는 위장에 출혈이 생기기 쉬워서 대변이 검은색이 된대요! 으악",,,,,
513,'2021-08-16 10:12:01,약,복약,일반 약 복용,CHM,,"부지런한 종만님, 콧노래가 흥얼흥얼 나오는 날이에요. 약을 드신 후에 몸이 불편하시다면 증상을 기억해두셨다가 약사님께 말씀드려야한답니다.",,,,,
513,'2021-08-16 13:06:50,변기,용변,화장실 이용,CHM,,"순이가 가장 아끼는 종만님, 안녕하세요 순이에요오. 칫솔이 깨끗해 보이지만 소독이 필요하대요.",,,,,
513,'2021-08-16 14:15:16,외출,외출,외출하기,,,,,,,,
513,'2021-08-16 17:16:23,변기,"귀가, 용변",귀가하기,CHM,,"잊지 못할 종만님, 흐으음, 비가 오고 있군요. 잠깐! 집에 오셔서 손씻는걸 꼬옥 명심해주세요!",,,,,
513,'2021-08-16 17:16:23,변기,"귀가, 용변",화장실 이용,,,,,,,,
513,'2021-08-17 18:25:12,약,복약,일반 약 복용,PM,,"소중한 나의 건강을 위해 할수 있는 첫단계는 바로 정기적인 병원 검진입니다. 올바른 약 복용은 처방된 용량대로, 정확한 복용법을 지키고, 지시된 처방기간을 제대로 지키는 것으로부터 시작돼요.",,,,,
